round,weight_category,fighter_a_country,fighter_a,score,method,fighter_b,fighter_b_country,winner,event_name,start_date,end_date
F,Men +87kg,AUT,SAIDI Isa,0:2,PTF,BOZIC Pasko,CRO,BOZIC Pasko,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Men +87kg,SLO,TRAJKOVIC Ivan konrad,0:0,WDR,BOZIC Pasko,CRO,BOZIC Pasko,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Men +87kg,CYP,ANDREOU Petros,1:2,PTF,SAIDI Isa,AUT,SAIDI Isa,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Men +87kg,SRB,KOSTIC Milan,0:2,PTF,BOZIC Pasko,CRO,BOZIC Pasko,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Men +87kg,CYP,ANDREOU Petros,2:1,PTF,TASIOULAS Alkiviadis,GRE,ANDREOU Petros,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Men +87kg,AUT,SAIDI Isa,2:0,PTF,MANEA Robert,ROU,SAIDI Isa,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Men +87kg,MKD,BADAROVSKI Gorjan,0:2,PTF,TRAJKOVIC Ivan konrad,SLO,TRAJKOVIC Ivan konrad,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Men +87kg,GRE,TASIOULAS Alkiviadis,2:0,PTF,KAYA Asrin ege,TUR,TASIOULAS Alkiviadis,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Men +87kg,SRB,KOSTIC Milan,0:0,WDR,BOUKLAS Petros,GRE,KOSTIC Milan,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Men +87kg,TUR,SAGLAM Aziz mert,0:2,PTF,TRAJKOVIC Ivan konrad,SLO,TRAJKOVIC Ivan konrad,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
F,Women -46kg,SRB,BRAJOVIC Iva,0:2,PTF,BEKULOVA Milana,AIN,BEKULOVA Milana,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -46kg,TRT,POURYOUNES LANGEROUDI Dina,1:2,PTF,BRAJOVIC Iva,SRB,BRAJOVIC Iva,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -46kg,GBR,CHOI Etta,1:2,PTF,BEKULOVA Milana,AIN,BEKULOVA Milana,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -46kg,AIN,ARTAMONOVA Anastasiia,0:2,PTF,BEKULOVA Milana,AIN,BEKULOVA Milana,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -46kg,GBR,CHOI Etta,2:0,PTF,GONZALEZ MORILLO Judith,ESP,CHOI Etta,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -46kg,AIN,PAVLOVA Ekaterina,0:2,PTF,BRAJOVIC Iva,SRB,BRAJOVIC Iva,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -46kg,BIH,MAKAS Dzejla,1:2,PTF,POURYOUNES LANGEROUDI Dina,TRT,POURYOUNES LANGEROUDI Dina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -46kg,AIN,ARTAMONOVA Anastasiia,2:0,PTF,KAYA Damla,TUR,ARTAMONOVA Anastasiia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -46kg,TUR,FAKCIOGLU Yaren,0:2,PTF,BEKULOVA Milana,AIN,BEKULOVA Milana,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -46kg,ESP,GONZALEZ MORILLO Judith,2:0,PTF,CERCI Irmak,TUR,GONZALEZ MORILLO Judith,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -46kg,GBR,CHOI Etta,2:0,PTF,GIOVINAZZI Raffaella,ITA,CHOI Etta,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -46kg,TUR,TOZLU Mahbube mehlika,0:2,PTF,BRAJOVIC Iva,SRB,BRAJOVIC Iva,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -46kg,TUR,YILMAZER Beyzanur,0:2,PTF,POURYOUNES LANGEROUDI Dina,TRT,POURYOUNES LANGEROUDI Dina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -46kg,TUR,GURBUZ Zehra,0:2,PTF,PAVLOVA Ekaterina,AIN,PAVLOVA Ekaterina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
F,Women -49kg,TUR,SENER Ezgi,0:2,PTF,GOODMAN Phoenix,GBR,GOODMAN Phoenix,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -49kg,GRE,KARYDI Melina,0:2,PTF,GOODMAN Phoenix,GBR,GOODMAN Phoenix,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -49kg,TUR,SENER Ezgi,2:0,PTF,TURAN Sila Zeynep,TUR,SENER Ezgi,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -49kg,TUR,SAYIM Nida nur,0:2,PTF,KARYDI Melina,GRE,KARYDI Melina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -49kg,TUR,SAHIN Makbule,0:2,PTF,TURAN Sila Zeynep,TUR,TURAN Sila Zeynep,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -49kg,GBR,GARBETT Latisha,0:2,WDR,GOODMAN Phoenix,GBR,GOODMAN Phoenix,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -49kg,TUR,SENER Ezgi,2:0,PTF,GUNDUZ Canan,TUR,SENER Ezgi,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -49kg,TUR,SARI Nisa nur,0:2,PTF,GARBETT Latisha,GBR,GARBETT Latisha,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -49kg,TUR,OZTABAK Elif ilgin,1:1,RSC,SAHIN Makbule,TUR,SAHIN Makbule,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -49kg,SRB,MILIC Milica,0:2,PTF,SAYIM Nida nur,TUR,SAYIM Nida nur,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -49kg,BIH,MAKAS Ejla,1:2,PTF,KARYDI Melina,GRE,KARYDI Melina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -49kg,UKR,BRYHIDA Erika,0:2,PTF,SENER Ezgi,TUR,SENER Ezgi,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -49kg,SRB,KOLAREK Nika,1:2,PTF,TURAN Sila Zeynep,TUR,TURAN Sila Zeynep,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -49kg,TUR,TURKYILMAZ Zeynep,0:2,PTF,GOODMAN Phoenix,GBR,GOODMAN Phoenix,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -49kg,GRE,AIDONIDOU Christina georgia,0:2,PTF,GUNDUZ Canan,TUR,GUNDUZ Canan,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -49kg,AIN,KHUTOVA Amina,1:2,PTF,SAYIM Nida nur,TUR,SAYIM Nida nur,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -49kg,GRE,DAMIANOU Mariana,1:2,PTF,SAHIN Makbule,TUR,SAHIN Makbule,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -49kg,GRE,MALADENI Eleni,0:2,PTF,TURKYILMAZ Zeynep,TUR,TURKYILMAZ Zeynep,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -49kg,TUR,YILDIZ Gonca,0:2,PTF,MAKAS Ejla,BIH,MAKAS Ejla,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -49kg,AIN,FEDERA Katerina,1:2,PTF,KOLAREK Nika,SRB,KOLAREK Nika,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -49kg,BUL,NIKOLOVA Victoria,1:2,PTF,SENER Ezgi,TUR,SENER Ezgi,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
F,Women -53kg,SRB,BOKAN Andrea,2:0,PTF,MCKEW Jodie,GBR,BOKAN Andrea,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -53kg,GBR,MCKEW Jodie,2:1,PTF,GUSEINOVA Aziza,AIN,MCKEW Jodie,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -53kg,SRB,BOKAN Andrea,2:1,PTF,SUBBOTINA Anastasia,AIN,BOKAN Andrea,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -53kg,FRA,BUTTARELLI Aurelie,0:2,PTF,SUBBOTINA Anastasia,AIN,SUBBOTINA Anastasia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -53kg,BIH,KRAISNIK Katarina,0:2,PTF,MCKEW Jodie,GBR,MCKEW Jodie,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -53kg,SRB,BOKAN Andrea,2:1,PTF,LEVAKOVA Veronika,AIN,BOKAN Andrea,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -53kg,AIN,GUSEINOVA Aziza,2:0,PTF,SPASOJEVIC Sara,CRO,GUSEINOVA Aziza,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -53kg,AIN,LEVAKOVA Veronika,2:1,PTF,STOJANOVIC Nina,SRB,LEVAKOVA Veronika,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -53kg,SRB,BOKAN Andrea,2:0,PTF,FEDERA Mariia,AIN,BOKAN Andrea,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -53kg,GRE,IOANNOU Antonia,0:2,PTF,GUSEINOVA Aziza,AIN,GUSEINOVA Aziza,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -53kg,FRA,BUTTARELLI Aurelie,2:0,PTF,CHARALAMBOUS Ioanna,CYP,BUTTARELLI Aurelie,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -53kg,BIH,KRAISNIK Katarina,2:1,PTF,SHOROKHOVA Ekaterina,AIN,KRAISNIK Katarina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -53kg,GRE,PAPAZOGLOU Eleni,0:2,PTF,MCKEW Jodie,GBR,MCKEW Jodie,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -53kg,ESP,MORA DOMINGUEZ Margarita,0:2,PTF,SUBBOTINA Anastasia,AIN,SUBBOTINA Anastasia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -53kg,TUR,ASLAN Hira nur,0:2,PTF,SPASOJEVIC Sara,CRO,SPASOJEVIC Sara,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -53kg,AIN,SHOROKHOVA Ekaterina,2:0,PTF,PAPAIOANNOU Konstantina,GRE,SHOROKHOVA Ekaterina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -53kg,TUR,DEMIRALP Sude,1:2,PTF,ASLAN Hira nur,TUR,ASLAN Hira nur,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -53kg,GRE,PLOUMISTOU Vasiliki,1:2,PTF,FEDERA Mariia,AIN,FEDERA Mariia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
F,Women -57kg,CRO,KARABATIC Nika,0:1,WDR,OZLU Melisa,TUR,OZLU Melisa,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -57kg,TUR,OZLU Melisa,2:0,PTF,DZARAGAZOVA Polina,AIN,OZLU Melisa,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -57kg,CRO,KARABATIC Nika,2:0,PTF,VELIUTC Alina,AIN,KARABATIC Nika,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -57kg,TUR,HASAN Gizem,1:2,PTF,DZARAGAZOVA Polina,AIN,DZARAGAZOVA Polina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -57kg,TUR,OZLU Melisa,2:0,PTF,TEPINA Alina,AIN,OZLU Melisa,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -57kg,SRB,RADAK Teodora,0:2,PTF,VELIUTC Alina,AIN,VELIUTC Alina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -57kg,CRO,KARABATIC Nika,2:0,PTF,BADMAEVA Dayana,AIN,KARABATIC Nika,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -57kg,AIN,VELIUTC Alina,2:1,PTF,IZMIR Hayrunnisa,TUR,VELIUTC Alina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -57kg,TUR,HASAN Gizem,2:1,PTF,SMIRNOVA Kseniia,AIN,HASAN Gizem,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -57kg,AIN,TEPINA Alina,2:1,PTF,STAMENKOVIC Teodora,SRB,TEPINA Alina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -57kg,BIH,KRAISNIK Ivana,0:2,PTF,BADMAEVA Dayana,AIN,BADMAEVA Dayana,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -57kg,CRO,KARABATIC Nika,2:0,PTF,ALIEVA Nadiia,AIN,KARABATIC Nika,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -57kg,BIH,HAMZIC Dzejna,0:2,PTF,OZLU Melisa,TUR,OZLU Melisa,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -57kg,AIN,DZARAGAZOVA Polina,2:0,PTF,DILER Ruya,TUR,DZARAGAZOVA Polina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -57kg,SRB,RADAK Teodora,2:1,PTF,YANDOLOVSKAYA Ariadna,AIN,RADAK Teodora,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,TUR,OZLU Melisa,2:0,PTF,KUKIC Iva,SRB,OZLU Melisa,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,AIN,BADMAEVA Dayana,2:0,PTF,DULGER Elif sudem,TUR,BADMAEVA Dayana,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,AIN,DZARAGAZOVA Polina,2:0,PTF,KIOSKEROGLOU Maria,GRE,DZARAGAZOVA Polina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,TUR,KAYGISIZ Zehra,0:0,DSQ,ALIEVA Nadiia,AIN,ALIEVA Nadiia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,ESP,LUIS RODRIGUEZ Elena,0:2,PTF,YANDOLOVSKAYA Ariadna,AIN,YANDOLOVSKAYA Ariadna,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,TUR,HASAN Gizem,2:0,PTF,SAROKINA Uladzislava,AIN,HASAN Gizem,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,AIN,TEPINA Alina,2:0,PTF,GENCER Ceyda,TUR,TEPINA Alina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,AIN,SMIRNOVA Kseniia,2:1,PTF,AYDIN KONSTANTINIDIS Ela,GER,SMIRNOVA Kseniia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,ESP,TEMINA MONLEON Paula,0:2,PTF,VELIUTC Alina,AIN,VELIUTC Alina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,TUR,CAKIR Beril behiye,0:2,PTF,STAMENKOVIC Teodora,SRB,STAMENKOVIC Teodora,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -57kg,BIH,KRAISNIK Ivana,2:0,PTF,OZTURK Eylul efruze,TUR,KRAISNIK Ivana,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
F,Women -62kg,SRB,MARIC Ela,2:0,PTF,KARABULUT Beyza,TUR,MARIC Ela,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -62kg,SRB,MARIC Ela,2:0,PTF,TUKIC Mia,CRO,MARIC Ela,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -62kg,CRO,BUGARINOVIC Ema,0:2,PTF,KARABULUT Beyza,TUR,KARABULUT Beyza,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -62kg,TUR,KARABULUT Beyza,2:0,PTF,ZECIROVIC Nina,SRB,KARABULUT Beyza,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -62kg,SRB,SAVKOVIC Nadja,0:2,PTF,BUGARINOVIC Ema,CRO,BUGARINOVIC Ema,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -62kg,SRB,MARIC Ela,2:1,PTF,SENYURT Aleyna,TUR,MARIC Ela,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -62kg,CRO,TUKIC Mia,1:0,WDR,ZENOZI Kimia alizadeh,BUL,TUKIC Mia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -62kg,SRB,MARIC Ela,2:0,SUP,NALETOVA Anna,AIN,MARIC Ela,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -62kg,TUR,SENYURT Aleyna,2:0,PTF,SIRIN Dilara,TUR,SENYURT Aleyna,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -62kg,FRA,LANGOUSTE-ASSOUMAYA Lyhana,0:2,PTF,TUKIC Mia,CRO,TUKIC Mia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -62kg,TUR,MARASLI Zeynep ebrar,0:2,PTF,KARABULUT Beyza,TUR,KARABULUT Beyza,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -62kg,SRB,MILIC Nikolina,0:2,PTF,ZENOZI Kimia alizadeh,BUL,ZENOZI Kimia alizadeh,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -62kg,SRB,SAVKOVIC Nadja,2:0,PTF,SENGUN Ahsen,TUR,SAVKOVIC Nadja,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -62kg,GRE,KRIATSIOTI Anna maria,0:2,PTF,BUGARINOVIC Ema,CRO,BUGARINOVIC Ema,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -62kg,SRB,ZECIROVIC Nina,2:1,PTF,KOMATINA Andrea,MNE,ZECIROVIC Nina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -62kg,NOR,WAGSAETHER Thea,0:2,PTF,NALETOVA Anna,AIN,NALETOVA Anna,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -62kg,BUL,ATANASOVA Martina,0:2,PTF,KRIATSIOTI Anna maria,GRE,KRIATSIOTI Anna maria,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -62kg,CYP,VASILIADOU Eleni,0:2,PTF,ZECIROVIC Nina,SRB,ZECIROVIC Nina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -62kg,AIN,MASLOVA Kira,0:2,PTF,SENGUN Ahsen,TUR,SENGUN Ahsen,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -62kg,SRB,MILIC Nikolina,2:0,PTF,MAZGAL Rumeysa,TUR,MILIC Nikolina,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R32,Women -62kg,CRO,TUKIC Mia,2:1,PTF,SEVO Tamara,SRB,TUKIC Mia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
F,Women -67kg,GRE,MARENTAKI Styliani,2:0,PTF,SZPAK Julia,POL,MARENTAKI Styliani,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -67kg,GRE,MARENTAKI Styliani,2:0,PTF,ZHELEZNOVA Viktoriia,AIN,MARENTAKI Styliani,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
SF,Women -67kg,POL,SZPAK Julia,2:0,PTF,ĐOKOVIĆ Ines,SRB,SZPAK Julia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -67kg,ARM,NINA Urganaeva,1:2,PTF,SZPAK Julia,POL,SZPAK Julia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -67kg,GRE,MARENTAKI Styliani,2:0,PTF,KRADINOVA Uliana,AIN,MARENTAKI Styliani,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -67kg,SRB,ĐOKOVIĆ Ines,2:1,PTF,TOMCZAK Tatiana,POL,ĐOKOVIĆ Ines,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
QF,Women -67kg,MNE,BERISAJ Andrea,0:2,PTF,ZHELEZNOVA Viktoriia,AIN,ZHELEZNOVA Viktoriia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -67kg,ARM,NINA Urganaeva,2:1,PTF,CETINEL Ceren,TUR,NINA Urganaeva,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -67kg,TUR,OZDEMIR Nisa nur,0:2,PTF,ZHELEZNOVA Viktoriia,AIN,ZHELEZNOVA Viktoriia,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -67kg,TUR,BAS Hilal,0:2,PTF,TOMCZAK Tatiana,POL,TOMCZAK Tatiana,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -67kg,UKR,KRAINOVA Marharyta,0:2,PTF,ĐOKOVIĆ Ines,SRB,ĐOKOVIĆ Ines,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -67kg,MNE,BERISAJ Andrea,2:0,PTF,PETROVIC Iva,SRB,BERISAJ Andrea,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
R16,Women -67kg,AIN,KRADINOVA Uliana,2:0,PTF,MAGDIC Matea,CRO,KRADINOVA Uliana,Multi European Games Taekwondo 2025,2025-08-31,2025-08-31
